FPR@95,AUROC,AUPR_IN,AUPR_OUT,ACC
61.4,78.64013944444444,78.97817434122327,75.94114561962142,77.16666666666666
52.13333333333333,82.7687157353492,87.95603846285181,72.94648834101125,77.16666666666666
56.766666666666666,80.70442758989682,83.46710640203754,74.44381698031634,77.16666666666666
63.355555555555554,76.23676873015872,42.62744069575638,94.83262281885163,77.16666666666666
52.91111111111111,82.16080571774911,70.50930995339446,90.39724398795096,77.16666666666666
54.022222222222226,80.79498817966905,88.250868240381,67.37804086204765,77.16666666666666
54.888888888888886,80.17946074609237,62.801215586408034,91.73031149912299,77.16666666666666
56.294444444444444,79.84300584341732,66.04720861898497,86.08455479199331,77.16666666666666
