FPR@95,AUROC,AUPR_IN,AUPR_OUT,ACC
70.36666666666666,73.69454666666667,73.81930591946562,71.86389512535204,77.16666666666666
68.87777777777778,74.58034528552457,81.25989307048502,63.934282060697555,77.16666666666666
69.62222222222223,74.13744597609562,77.53959949497532,67.8990885930248,77.16666666666666
67.02222222222223,70.72584968253969,38.95359407713829,93.40725046366617,77.16666666666666
60.988888888888894,75.44742517755924,62.802233547561194,86.28322992142691,77.16666666666666
80.0111111111111,67.40148936170212,76.92241419286051,54.144750141786126,77.16666666666666
70.52222222222223,72.6475866652191,49.0224585330704,88.72263593139755,77.16666666666666
69.63611111111112,71.55558772175505,56.9251750876576,80.63946661456919,77.16666666666666
